time_step,windows_lambda_0.25
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,
15,
16,
17,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
63,
64,
65,
66,
67,
68,
69,
70,
71,
72,
73,
74,
75,
76,
77,
78,
79,
80,
81,
82,
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,100.0
101,100.0
102,100.0
103,100.0
104,100.0
105,100.0
106,100.0
107,100.0
108,100.0
109,100.0
110,100.0
111,100.0
112,100.0
113,100.0
114,100.0
115,100.0
116,100.0
117,100.0
118,100.0
119,100.0
120,100.0
121,100.0
122,100.0
123,100.0
124,100.0
125,100.0
126,100.0
127,100.0
128,100.0
129,100.0
130,100.0
131,100.0
132,100.0
133,100.0
134,100.0
135,100.0
136,100.0
137,100.0
138,100.0
139,100.0
140,100.0
141,100.0
142,100.0
143,100.0
144,100.0
145,100.0
146,100.0
147,100.0
148,100.0
149,100.0
150,100.0
151,100.0
152,100.0
153,100.0
154,100.0
155,100.0
156,100.0
157,100.0
158,100.0
159,100.0
160,100.0
161,100.0
162,100.0
163,100.0
164,100.0
165,100.0
166,100.0
167,100.0
168,100.0
169,100.0
170,100.0
171,100.0
172,100.0
173,100.0
174,100.0
175,100.0
176,100.0
177,100.0
178,100.0
179,100.0
180,100.0
181,100.0
182,100.0
183,100.0
184,100.0
185,100.0
186,100.0
187,100.0
188,100.0
189,100.0
190,100.0
191,100.0
192,100.0
193,100.0
194,100.0
195,100.0
196,100.0
197,100.0
198,100.0
199,141.0
200,141.0
201,141.0
202,141.0
203,141.0
204,141.0
205,141.0
206,141.0
207,141.0
208,141.0
209,141.0
210,141.0
211,141.0
212,141.0
213,141.0
214,141.0
215,141.0
216,141.0
217,141.0
218,141.0
219,141.0
220,141.0
221,141.0
222,141.0
223,141.0
224,141.0
225,141.0
226,141.0
227,141.0
228,141.0
229,141.0
230,141.0
231,141.0
232,141.0
233,141.0
234,141.0
235,141.0
236,141.0
237,141.0
238,141.0
239,141.0
240,141.0
241,141.0
242,141.0
243,141.0
244,141.0
245,141.0
246,141.0
247,141.0
248,141.0
249,141.0
250,141.0
251,141.0
252,141.0
253,141.0
254,141.0
255,141.0
256,141.0
257,141.0
258,141.0
259,141.0
260,141.0
261,141.0
262,141.0
263,141.0
264,141.0
265,141.0
266,141.0
267,141.0
268,141.0
269,141.0
270,141.0
271,141.0
272,141.0
273,141.0
274,141.0
275,141.0
276,141.0
277,141.0
278,141.0
279,141.0
280,141.0
281,200.0
282,200.0
283,200.0
284,200.0
285,200.0
286,200.0
